tip_name	collection_date
hCoV-19_USA_NY-NYCPHL-004405_2021	2021-04-13
hCoV-19_USA_NY-PRL-2021_0408_00D17_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_03_05_00L06_2021	2021-03-02
hCoV-19_USA_NY-PRL-03_10_00K05_2021	2021-03-08
hCoV-19_USA_NY-PRL-2021_0416_00F16_2021	2021-04-13
hCoV-19_USA_NY-PRL-2021_0407_00A19_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_04_01_00F10_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_03_31_00A22_2021	2021-03-28
hCoV-19_USA_NY-PRL-2021_03_29_03E05_2021	2021-03-26
hCoV-19_USA_NY-Wadsworth-21028621-01_2021	2021-02-17
hCoV-19_USA_NY-PRL-2021_0405_01L05_2021	2021-04-01
hCoV-19_USA_NY-PRL-2021_03_25_00M09_2021	2021-03-24
hCoV-19_USA_NY-PRL-2021_0412_00N16_2021	2021-04-10
hCoV-19_USA_NY-PRL-2021_0409_00G21_2021	2021-04-07
hCoV-19_USA_NY-PRL-03_09_00O23_2021	2021-03-05
hCoV-19_USA_NY-PRL-2021_0406_00M22_2021	2021-04-05
hCoV-19_USA_CT-CDCBI-CRSP_02087_2021	2021-03-24
hCoV-19_USA_NY-PRL-2021_03_22_00O11_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_15_01K06_2021	2021-03-13
hCoV-19_USA_NY-PRL-2021_03_24_00N04_2021	2021-03-23
hCoV-19_USA_NY-CDC-LC0030568_2021	2021-03-16
hCoV-19_USA_NY-CDC-LC0033698_2021	2021-03-18
hCoV-19_USA_SC-CDC-ASC210016385_2021	2021-03-23
hCoV-19_USA_NJ-CDC-QDX23572272_2021	2021-04-01
hCoV-19_USA_NY-Wadsworth-21005139-01_2020	2020-12-30
hCoV-19_USA_CT-CDC-LC0041121_2021	2021-04-07
hCoV-19_USA_CT-Yale-3139_2021	2021-03-26
hCoV-19_USA_UT-CDC-2-4043409_2021	2021-03-08
hCoV-19_USA_AK-PHL7575_2021	2021-02-04
hCoV-19_USA_CT-JAX-JAX000452_2021	2021-03-25
hCoV-19_USA_CT-JAX-JAX000741_2021	2021-03-29
hCoV-19_USA_CT-JAX-JAX000638_2021	2021-03-25
hCoV-19_USA_CT-JAX-JAX000591_2021	2021-03-25
hCoV-19_USA_CT-JAX-JAX000584_2021	2021-03-25
hCoV-19_USA_CT-JAX-JAX000616_2021	2021-03-25
hCoV-19_USA_CT-JAX-JAX000546_2021	2021-03-25
hCoV-19_USA_CT-JAX-JAX000766_2021	2021-04-01
hCoV-19_USA_CT-JAX-JAX000694_2021	2021-04-01
hCoV-19_USA_CT-JAX-JAX000725_2021	2021-03-29
hCoV-19_USA_CT-JAX-JAX000884_2021	2021-04-05
hCoV-19_USA_CT-JAX-JAX000842_2021	2021-04-08
hCoV-19_USA_CT-JAX-JAX000692_2021	2021-04-01
hCoV-19_USA_CT-JAX-JAX000574_2021	2021-03-25
hCoV-19_USA_CT-JAX-JAX000765_2021	2021-04-01
hCoV-19_USA_CT-JAX-JAX000652_2021	2021-03-31
hCoV-19_USA_CT-Yale-2784_2021	2021-03-21
hCoV-19_USA_CT-Yale-2681_2021	2021-03-18
hCoV-19_USA_CT-Yale-2444_2021	2021-03-09
hCoV-19_USA_CT-Yale-2390_2021	2021-03-10
hCoV-19_USA_CT-Yale-2160_2021	2021-03-07
hCoV-19_USA_CT-Yale-3177_2021	2021-03-26
hCoV-19_USA_CT-Yale-3178_2021	2021-03-26
hCoV-19_USA_CT-Yale-2690_2021	2021-03-18
hCoV-19_USA_CT-Yale-2170_2021	2021-03-09
hCoV-19_USA_CT-Yale-2184_2021	2021-03-08
hCoV-19_USA_CT-Yale-2156_2021	2021-03-06
hCoV-19_USA_CT-CDC-LC0032904_2021	2021-03-21
hCoV-19_USA_CT-Yale-2438_2021	2021-03-09
hCoV-19_USA_CT-Yale-2452_2021	2021-03-09
hCoV-19_USA_CT-Yale-2413_2021	2021-03-10
hCoV-19_USA_CT-Yale-3513_2021	2021-04-05
hCoV-19_USA_NY-CDC-QDX23235966_2021	2021-03-21
hCoV-19_USA_NY-CDC-QDX23572304_2021	2021-04-02
hCoV-19_USA_CT-Yale-3542_2021	2021-04-06
hCoV-19_USA_NY-CDC-LC0034734_2021	2021-03-17
hCoV-19_USA_NY-Wadsworth-21039615-01_2021	2021-03-30
hCoV-19_USA_CT-JAX-JAX000148_2021	2021-03-01
hCoV-19_USA_CT-JAX-JAX000133_2021	2021-02-26
hCoV-19_USA_CT-JAX-JAX000141_2021	2021-03-03
hCoV-19_USA_CT-JAX-JAX000768_2021	2021-04-01
hCoV-19_USA_CT-JAX-JAX000690_2021	2021-04-01
hCoV-19_USA_CT-JAX-JAX000523_2021	2021-03-26
hCoV-19_USA_CT-JAX-JAX000414_2021	2021-03-18
hCoV-19_USA_CT-JAX-JAX000289_2021	2021-03-10
hCoV-19_USA_CT-JAX-JAX000325_2021	2021-03-14
hCoV-19_USA_CT-Yale-2562_2021	2021-03-12
hCoV-19_USA_CT-Yale-3150_2021	2021-03-26
hCoV-19_USA_CT-JAX-JAX000275_2021	2021-03-09
hCoV-19_USA_CT-JAX-JAX000324_2021	2021-03-15
hCoV-19_USA_OK-CDC-2-4084727_2021	2021-03-14
hCoV-19_USA_CA-CDC-STM-000041694_2021	2021-03-22
hCoV-19_USA_CA-CDC-STM-000041659_2021	2021-03-22
hCoV-19_USA_NY-PRL-2021_03_15_00K15_2021	2021-03-12
hCoV-19_USA_GA-CDC-LC0032261_2021	2021-03-22
hCoV-19_USA_NY-PRL-2021_0405_01G21_2021	2021-04-02
hCoV-19_USA_CA-RD626-CV006_2021	2021-03-01
hCoV-19_USA_NJ-CDC-ASC210019168_2021	2021-03-24
hCoV-19_USA_NY-NYULH296_2021	2021-02-11
hCoV-19_USA_NJ-CDC-ASC210018328_2021	2021-03-24
hCoV-19_USA_NJ-CDC-LC0034321_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0042383_2021	2021-04-01
hCoV-19_USA_NJ-CDC-ASC210015588_2021	2021-03-22
hCoV-19_USA_NJ-CDC-LC0038592_2021	2021-03-29
