tip_name	tip_dates
hCoV-19_USA_NY-PRL-2021_03_22_00K13_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_22_00L21_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_22_00M17_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_22_00M18_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_22_00N06_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_22_00N07_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_22_00N11_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_22_00N15_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_22_00N20_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_22_00N21_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_22_00N22_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_22_00N23_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_22_00O23_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_00P19_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01A02_2021	2021-03-21
hCoV-19_USA_NY-PRL-2021_03_22_01B01_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01B02_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01B03_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_22_01C14_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01D02_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01D03_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01D10_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01D24_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01E11_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01E23_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01F20_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01F22_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01G05_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01H06_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01H08_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01H24_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01I05_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01I18_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01J07_2021	2021-03-21
hCoV-19_USA_NY-PRL-2021_03_22_01J11_2021	2021-03-21
hCoV-19_USA_NY-PRL-2021_03_22_01J13_2021	2021-03-21
hCoV-19_USA_NY-PRL-2021_03_22_01K07_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_22_01K08_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_22_01K23_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01M04_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01M11_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01M14_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01N02_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_22_01O05_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_22_01O17_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_22_01O19_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_23_00B14_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_23_00B18_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_23_00B19_2021	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_23_00C05_2021	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_23_00C06_2021	2021-03-22
hCoV-19_USA_NY-PRL-2021_03_23_00C15_2021	2021-03-22
hCoV-19_USA_NY-CDCBI-CRSP_01392_2021	2021-03-11
hCoV-19_USA_NY-CDC-LC0022884_2021	2021-02-26
hCoV-19_USA_NY-CDC-LC0023068_2021	2021-02-26
hCoV-19_USA_NY-CDC-LC0023252_2021	2021-03-01
hCoV-19_USA_NY-CDC-LC0022977_2021	2021-03-02
hCoV-19_USA_NY-CDC-LC0023097_2021	2021-03-02
hCoV-19_USA_NY-CDC-LC0023908_2021	2021-02-24
hCoV-19_USA_NY-CDC-LC0023534_2021	2021-02-26
hCoV-19_USA_NY-CDC-LC0023901_2021	2021-02-26
hCoV-19_USA_NY-CDC-LC0023907_2021	2021-03-01
hCoV-19_USA_NY-CDC-LC0023956_2021	2021-03-01
hCoV-19_USA_NY-CDC-LC0023557_2021	2021-03-04
hCoV-19_USA_NY-CDC-LC0023866_2021	2021-03-04
hCoV-19_USA_NY-CDC-LC0023854_2021	2021-03-04
hCoV-19_USA_NY-CDC-LC0023970_2021	2021-03-05
hCoV-19_USA_NY-CDC-LC0023761_2021	2021-03-05
hCoV-19_USA_NY-CDC-LC0024316_2021	2021-03-01
hCoV-19_USA_NY-CDC-LC0024288_2021	2021-03-02
hCoV-19_USA_NY-CDC-LC0024339_2021	2021-03-02
hCoV-19_USA_NY-CDC-22725516_2021	2021-03-05
hCoV-19_USA_NY-CDC-22725813_2021	2021-03-05
hCoV-19_USA_NY-CDC-22725359_2021	2021-03-03
hCoV-19_USA_NY-CDC-22725753_2021	2021-03-04
hCoV-19_USA_NY-CDC-QDX22721996_2021	2021-03-05
hCoV-19_USA_NY-CDC-QDX22723421_2021	2021-03-05
hCoV-19_USA_NY-CDC-QDX22720936_2021	2021-03-06
hCoV-19_USA_NY-CDC-QDX22720612_2021	2021-03-06
hCoV-19_USA_NY-CDC-QDX22725884_2021	2021-03-05
hCoV-19_USA_NY-CDC-QDX22758807_2021	2021-03-08
hCoV-19_USA_NY-CDC-QDX22725439_2021	2021-03-04
hCoV-19_USA_NY-CDC-QDX22758834_2021	2021-03-08
hCoV-19_USA_NY-NYULH1003_2021	2021-02-11
hCoV-19_USA_NY-NYULH1009_2021	2021-02-23
hCoV-19_USA_NY-NYULH1012_2021	2021-02-20
hCoV-19_USA_NY-NYULH1014_2021	2021-02-19
hCoV-19_USA_NY-NYULH1022_2021	2021-02-28
hCoV-19_USA_NY-NYULH899_2021	2021-03-09
hCoV-19_USA_NY-NYULH901_2021	2021-03-09
hCoV-19_USA_NY-NYULH925_2021	2021-03-16
hCoV-19_USA_NY-NYULH926_2021	2021-03-17
hCoV-19_USA_NY-NYULH927_2021	2021-03-17
hCoV-19_USA_NY-NYULH933_2021	2021-03-18
hCoV-19_USA_NY-NYULH947_2021	2021-03-22
hCoV-19_USA_NY-NYULH948_2021	2021-03-22
hCoV-19_USA_NY-NYULH949_2021	2021-03-21
hCoV-19_USA_NY-NYULH950_2021	2021-03-22
hCoV-19_USA_NY-NYULH951_2021	2021-03-22
hCoV-19_USA_NY-NYULH959_2021	2021-03-22
hCoV-19_USA_NY-NYULH962_2021	2021-03-22
hCoV-19_USA_NY-NYULH963_2021	2021-03-22
hCoV-19_USA_NY-NYULH964_2021	2021-03-20
hCoV-19_USA_NY-NYULH972_2021	2021-03-21
hCoV-19_USA_NY-NYULH982_2021	2021-03-18
hCoV-19_USA_NY-NYULH983_2021	2021-03-18
hCoV-19_USA_NY-NYULH984_2021	2021-03-18
hCoV-19_USA_NY-NYULH993_2021	2021-03-16
hCoV-19_USA_NY-CDC-2-4012967_2021	2021-03-02
hCoV-19_USA_NY-CDC-2-4012872_2021	2021-03-01
hCoV-19_USA_NY-PRL-2021_03_29_01K08_2021	2021-03-24
hCoV-19_USA_NY-PRL-2021_03_29_00C13_2021	2021-03-23
hCoV-19_USA_NY-PRL-2021_03_29_01A03_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_29_01N19_2021	2021-03-27
hCoV-19_USA_NY-PRL-2021_03_29_01B08_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_29_01L23_2021	2021-03-24
hCoV-19_USA_NY-PRL-2021_03_29_00I09_2021	2021-03-23
hCoV-19_USA_NY-PRL-2021_03_29_01H24_2021	2021-03-23
hCoV-19_USA_NY-PRL-2021_03_29_00L18_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_29_00M11_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_29_00I21_2021	2021-03-23
hCoV-19_USA_NY-PRL-2021_03_29_01C21_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_29_01J01_2021	2021-03-24
hCoV-19_USA_NY-PRL-2021_03_29_01A11_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_29_00N20_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_29_00M08_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_29_02O11_2021	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_29_02L08_2021	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_29_03F18_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_29_02B20_2021	2021-03-27
hCoV-19_USA_NY-PRL-2021_03_29_02F17_2021	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_29_03J04_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_29_03I05_2021	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_29_03K19_2021	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_29_02N16_2021	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_29_03M15_2021	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_29_03M24_2021	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_29_04A09_2021	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_29_04M19_2021	2021-03-27
hCoV-19_USA_NY-PRL-2021_03_31_00N24_2021	2021-03-28
hCoV-19_USA_NY-PRL-2021_03_29_04P02_2021	2021-03-27
hCoV-19_USA_NY-PRL-2021_03_29_04F14_2021	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_31_00N22_2021	2021-03-28
hCoV-19_USA_NY-PRL-2021_03_29_04E01_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_31_00P20_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_03_29_04J10_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_31_00K03_2021	2021-03-28
hCoV-19_USA_NY-PRL-2021_03_29_04E14_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_29_04F07_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_03_29_04B15_2021	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_29_04J21_2021	2021-03-24
hCoV-19_USA_NY-PRL-2021_03_29_04L02_2021	2021-03-25
hCoV-19_USA_NY-PRL-2021_04_01_00M19_2021	2021-03-30
hCoV-19_USA_NY-PRL-2021_04_01_00F19_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_04_01_00N21_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_04_01_00M20_2021	2021-03-30
hCoV-19_USA_NY-PRL-2021_04_01_00E05_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_04_01_00E02_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_04_01_00I07_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_04_01_00I15_2021	2021-03-28
hCoV-19_USA_NY-PRL-2021_04_01_00D19_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_04_01_00G18_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_04_01_00A06_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_04_01_00O16_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_04_01_00C24_2021	2021-03-28
hCoV-19_USA_NY-PRL-2021_04_01_00G05_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_04_01_00M02_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_04_01_00O05_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_04_01_00I04_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_04_01_00N03_2021	2021-03-30
hCoV-19_USA_NY-PRL-2021_04_01_00F04_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_04_01_00O11_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_04_01_00E07_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_04_01_00I22_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_04_01_00B21_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_04_01_00B05_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_04_01_00L16_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_04_01_00L22_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_04_01_00O02_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_04_01_00M21_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_04_01_00O14_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_04_01_00C16_2021	2021-03-27
hCoV-19_USA_NY-PRL-2021_04_01_00B22_2021	2021-03-29
hCoV-19_USA_NY-PRL-2021_04_01_00O07_2021	2021-03-31
hCoV-19_USA_NY-CDC-STM-000029240_2021	2021-03-05
hCoV-19_USA_NY-CDC-STM-000029356_2021	2021-03-06
hCoV-19_USA_NY-CDC-LC0025327_2021	2021-03-09
hCoV-19_USA_NY-CDC-LC0025898_2021	2021-03-03
hCoV-19_USA_NY-CDC-LC0026265_2021	2021-03-03
hCoV-19_USA_NY-CDC-LC0026734_2021	2021-03-05
hCoV-19_USA_NY-Wadsworth-21033227-01_2021	2021-03-10
hCoV-19_USA_NY-Wadsworth-21033274-01_2021	2021-03-16
hCoV-19_USA_NY-Wadsworth-21036651-01_2021	2021-03-17
hCoV-19_USA_NY-Wadsworth-21036654-01_2021	2021-03-17
hCoV-19_USA_NY-Wadsworth-21036657-01_2021	2021-03-18
hCoV-19_USA_NY-Wadsworth-21036662-01_2021	2021-03-17
hCoV-19_USA_NY-Wadsworth-21036668-01_2021	2021-03-22
hCoV-19_USA_NY-Wadsworth-21036669-01_2021	2021-03-22
hCoV-19_USA_NY-Wadsworth-21036670-01_2021	2021-03-22
hCoV-19_USA_NY-Wadsworth-21035872-01_2021	2021-03-17
hCoV-19_USA_NY-Wadsworth-21035876-01_2021	2021-03-15
hCoV-19_USA_NY-Wadsworth-21035877-01_2021	2021-03-15
hCoV-19_USA_NY-Wadsworth-21035880-01_2021	2021-03-15
hCoV-19_USA_NY-Wadsworth-21036699-01_2021	2021-03-22
hCoV-19_USA_NY-Wadsworth-21036700-01_2021	2021-03-22
hCoV-19_USA_NY-Wadsworth-21036706-01_2021	2021-03-22
hCoV-19_USA_NY-Wadsworth-21036713-01_2021	2021-03-23
hCoV-19_USA_NY-Wadsworth-21036715-01_2021	2021-03-23
hCoV-19_USA_NY-Wadsworth-21036718-01_2021	2021-03-24
hCoV-19_USA_NY-Wadsworth-21036723-01_2021	2021-03-23
hCoV-19_USA_NY-Wadsworth-21036728-01_2021	2021-03-23
hCoV-19_USA_NY-Wadsworth-21036735-01_2021	2021-03-23
hCoV-19_USA_NY-Wadsworth-21036740-01_2021	2021-03-17
hCoV-19_USA_NY-Wadsworth-21036674-01_2021	2021-03-22
hCoV-19_USA_NY-Wadsworth-21036678-01_2021	2021-03-21
hCoV-19_USA_NY-Wadsworth-21036680-01_2021	2021-03-22
hCoV-19_USA_NY-Wadsworth-21036687-01_2021	2021-03-19
hCoV-19_USA_NY-Wadsworth-21036689-01_2021	2021-03-18
hCoV-19_USA_NY-Wadsworth-21036691-01_2021	2021-03-22
hCoV-19_USA_NY-Wadsworth-21036692-01_2021	2021-03-22
hCoV-19_USA_NY-Wadsworth-21036697-01_2021	2021-03-22
hCoV-19_USA_NY-Wadsworth-21036635-01_2021	2021-03-23
hCoV-19_USA_NY-Yale-2832_2021	2021-03-22
hCoV-19_USA_NY-PRL-2021_0405_02A21_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0405_02P14_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0405_02O21_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0406_00L10_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0405_01M16_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0405_01C07_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0405_02P07_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0405_02C24_2021	2021-04-01
hCoV-19_USA_NY-PRL-2021_0405_02O12_2021	2021-04-04
hCoV-19_USA_NY-PRL-2021_0406_00N12_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0406_00A13_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0406_00J01_2021	2021-04-04
hCoV-19_USA_NY-PRL-2021_0406_00J02_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0405_02J01_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0405_02A17_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0405_02C03_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0405_01B24_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0405_02K15_2021	2021-04-01
hCoV-19_USA_NY-PRL-2021_0405_01D03_2021	2021-04-01
hCoV-19_USA_NY-PRL-2021_0406_00J18_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0405_01J07_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0406_00A24_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0405_02L20_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0405_02I07_2021	2021-04-01
hCoV-19_USA_NY-PRL-2021_0406_00G01_2021	2021-04-04
hCoV-19_USA_NY-PRL-2021_0405_01F08_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0405_01P02_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0406_00I13_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0406_00K02_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0405_01K04_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0405_02L05_2021	2021-04-01
hCoV-19_USA_NY-PRL-2021_0406_00J09_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0406_00J17_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0405_02D16_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0405_02I24_2021	2021-04-01
hCoV-19_USA_NY-PRL-2021_0405_01N04_2021	2021-04-01
hCoV-19_USA_NY-PRL-2021_0405_02N16_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0405_01I07_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0406_00N14_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0405_02D17_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0406_00G15_2021	2021-04-04
hCoV-19_USA_NY-PRL-2021_0406_00C18_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0406_00J10_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0406_00C02_2021	2021-04-01
hCoV-19_USA_NY-PRL-2021_0406_00B24_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0405_02D12_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0405_01J08_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0405_02H23_2021	2021-04-01
hCoV-19_USA_NY-PRL-2021_0405_02D24_2021	2021-04-04
hCoV-19_USA_NY-PRL-2021_0405_02G09_2021	2021-04-01
hCoV-19_USA_NY-PRL-2021_0405_02L12_2021	2021-04-01
hCoV-19_USA_NY-PRL-2021_0405_01F13_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0405_01J18_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0405_01D11_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0405_01A21_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0406_00M02_2021	2021-04-04
hCoV-19_USA_NY-PRL-2021_0406_00L04_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0406_00J11_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0405_02G23_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0405_01D18_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0406_00P02_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0406_00I16_2021	2021-04-04
hCoV-19_USA_NY-PRL-2021_0406_00L11_2021	2021-04-04
hCoV-19_USA_NY-PRL-2021_0405_01J06_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0405_02O18_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0406_00E23_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0406_00B07_2021	2021-04-04
hCoV-19_USA_NY-PRL-2021_0406_00E24_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0405_01A18_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0405_01C22_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0405_01I21_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0405_02B19_2021	2021-04-03
hCoV-19_USA_NY-PRL-2021_0405_01H04_2021	2021-04-02
hCoV-19_USA_NY-PRL-2021_0405_00K20_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_0405_00G01_2021	2021-03-30
hCoV-19_USA_NY-PRL-2021_0405_00M11_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_0405_00K16_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_0405_00J20_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_0405_00G17_2021	2021-03-30
hCoV-19_USA_NY-PRL-2021_0405_00O08_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_0405_00G05_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_0405_00N10_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_0405_00A21_2021	2021-03-30
hCoV-19_USA_NY-PRL-2021_0405_00A01_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_0405_00K07_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_0405_00O03_2021	2021-03-31
hCoV-19_USA_NY-PRL-2021_0407_00E16_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00G07_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00K22_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00E01_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00A13_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00E10_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00I02_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00K07_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00B17_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00D17_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00G21_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00M14_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00B04_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00N05_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00N03_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00D11_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00I10_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00I05_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00I13_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00C22_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00M03_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00N08_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00F22_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00G06_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00L22_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00N21_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00A15_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00H20_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00P17_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00H11_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00E06_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00E05_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00H23_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00P19_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00B18_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00A08_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00D08_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00D05_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00J02_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00D22_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00D10_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00E09_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00E22_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00F13_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00B07_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00I22_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00F05_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00J07_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00C04_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00C03_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00C08_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00D06_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00K17_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00K14_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00M10_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00E07_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00D13_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00L06_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00K12_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00J12_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0407_00M12_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00I06_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00L20_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00P04_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00F21_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0407_00O23_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0409_00F24_2021	2021-04-08
hCoV-19_USA_NY-PRL-2021_0409_00F19_2021	2021-04-08
hCoV-19_USA_NY-PRL-2021_0409_00M01_2021	2021-04-07
hCoV-19_USA_NY-PRL-2021_0408_00G13_2021	2021-04-05
hCoV-19_USA_NY-PRL-2021_0408_00D18_2021	2021-04-06
hCoV-19_USA_NY-PRL-2021_0409_00B22_2021	2021-04-07
hCoV-19_USA_NY-CDC-LC0030558_2021	2021-03-15
hCoV-19_USA_NY-CDC-LC0030497_2021	2021-03-15
hCoV-19_USA_NY-CDC-LC0030813_2021	2021-03-15
hCoV-19_USA_NY-CDC-LC0030894_2021	2021-03-15
