tip_name	tip_dates
hCoV-19_USA_NJ-Yale-1835_2021	2021-02-19
hCoV-19_USA_NJ-Yale-1807_2021	2021-02-17
hCoV-19_USA_NJ-Yale-1838_2021	2021-02-19
hCoV-19_USA_NJ-Yale-1842_2021	2021-02-19
hCoV-19_USA_NJ-Yale-1894_2021	2021-02-15
hCoV-19_USA_NJ-Yale-1797_2021	2021-02-15
hCoV-19_USA_NJ-Yale-1798_2021	2021-02-15
hCoV-19_USA_NJ-Yale-1817_2021	2021-02-16
hCoV-19_USA_NJ-Yale-1804_2021	2021-02-15
hCoV-19_USA_NJ-PHEL-21-6070_2021	2021-03-01
hCoV-19_USA_NJ-PHEL-P21-7509_2021	2021-03-02
hCoV-19_USA_NJ-PHEL-P21-9472_2021	2021-02-25
hCoV-19_USA_NJ-PHEL-P21-9704_2021	2021-02-27
hCoV-19_USA_NJ-PHEL-P21-9712_2021	2021-02-27
hCoV-19_USA_NJ-PHEL-P21-9913_2021	2021-02-27
hCoV-19_USA_NJ-CDC-LC0017053_2021	2021-02-11
hCoV-19_USA_NJ-CDC-LC0017079_2021	2021-02-11
hCoV-19_USA_NJ-CDC-LC0017093_2021	2021-02-12
hCoV-19_USA_NJ-CDC-LC0017157_2021	2021-02-12
hCoV-19_USA_NJ-CDC-LC0017164_2021	2021-02-12
hCoV-19_USA_NJ-CDC-LC0017912_2021	2021-02-11
hCoV-19_USA_NJ-CDC-22214087_2021	2021-02-19
hCoV-19_USA_NJ-CDC-22118799_2021	2021-02-14
hCoV-19_USA_NJ-CDC-22117749_2021	2021-02-16
hCoV-19_USA_NJ-CDC-22118803_2021	2021-02-11
hCoV-19_USA_NJ-CDC-22083924_2021	2021-02-16
hCoV-19_USA_NJ-CDC-LC0019153_2021	2021-02-15
hCoV-19_USA_NJ-CDC-LC0019177_2021	2021-02-16
hCoV-19_USA_NJ-CDC-LC0020105_2021	2021-02-22
hCoV-19_USA_NJ-CDC-LC0020157_2021	2021-02-22
hCoV-19_USA_NJ-CDC-LC0020159_2021	2021-02-22
hCoV-19_USA_NJ-NYULH867_2021	2021-03-15
hCoV-19_USA_NJ-CDC-STM-000014031_2021	2021-02-13
hCoV-19_USA_NJ-PHEL-21-6684_2021	2021-03-02
hCoV-19_USA_NJ-PHEL-21-6522_2021	2021-02-26
hCoV-19_USA_NJ-PHEL-P21-10856_2021	2021-03-06
hCoV-19_USA_NJ-PHEL-P21-14011_2021	2021-03-09
hCoV-19_USA_NJ-PHEL-P21-11207_2021	2021-03-05
hCoV-19_USA_NJ-PHEL-P21-11250_2021	2021-03-06
hCoV-19_USA_NJ-PHEL-P21-11208_2021	2021-03-05
hCoV-19_USA_NJ-PHEL-21-6551_2021	2021-02-27
hCoV-19_USA_NJ-PHEL-P21-13263_2021	2021-03-09
hCoV-19_USA_NJ-PHEL-P21-10487_2021	2021-03-05
hCoV-19_USA_NJ-PHEL-21-6700_2021	2021-03-09
hCoV-19_USA_NJ-S-OM-3491-BLMC636_2021	2021-02-01
hCoV-19_USA_NJ-S-OM-3549-BLQU216_2021	2021-02-01
hCoV-19_USA_NJ-S-OM-5226-BMYD980_2021	2021-02-01
hCoV-19_USA_NJ-S-BM-5283-BPGW665_2021	2021-02-01
hCoV-19_USA_NJ-S-OM-5357-BSBM305_2021	2021-02-01
hCoV-19_USA_NJ-S-OM-5348-BRZR770_2021	2021-02-01
hCoV-19_USA_NJ-CDC-LC0021518_2021	2021-02-27
hCoV-19_USA_NJ-CDC-LC0021520_2021	2021-02-28
hCoV-19_USA_NJ-CDC-LC0021326_2021	2021-03-02
hCoV-19_USA_NJ-CDC-LC0021908_2021	2021-02-24
hCoV-19_USA_NJ-CDC-LC0021789_2021	2021-02-24
hCoV-19_USA_NJ-CDC-LC0022150_2021	2021-02-26
hCoV-19_USA_NJ-CDC-LC0021808_2021	2021-02-26
hCoV-19_USA_NJ-CDC-LC0021794_2021	2021-02-26
hCoV-19_USA_NJ-CDC-LC0022026_2021	2021-02-26
hCoV-19_USA_NJ-CDC-LC0022061_2021	2021-02-26
hCoV-19_USA_NJ-CDC-LC0022075_2021	2021-02-26
hCoV-19_USA_NJ-CDC-LC0022005_2021	2021-02-26
hCoV-19_USA_NJ-CDC-LC0022230_2021	2021-02-27
hCoV-19_USA_NJ-CDC-LC0021763_2021	2021-02-28
hCoV-19_USA_NJ-CDC-LC0021895_2021	2021-03-01
hCoV-19_USA_NJ-CDC-LC0021824_2021	2021-02-28
hCoV-19_USA_NJ-CDC-LC0022059_2021	2021-02-28
hCoV-19_USA_NJ-CDC-LC0024020_2021	2021-02-24
hCoV-19_USA_NJ-CDC-LC0024115_2021	2021-02-24
hCoV-19_USA_NJ-CDC-LC0024203_2021	2021-02-27
hCoV-19_USA_NJ-CDC-LC0024099_2021	2021-03-02
hCoV-19_USA_NJ-CDC-LC0024172_2021	2021-03-02
hCoV-19_USA_NJ-NYULH939_2021	2021-03-19
hCoV-19_USA_NJ-NYULH985_2021	2021-03-18
hCoV-19_USA_NJ-CDC-2-3980151_2021	2021-02-23
hCoV-19_USA_NJ-CDC-2-3980197_2021	2021-02-25
hCoV-19_USA_NJ-Yale-2464_2021	2021-03-10
hCoV-19_USA_NJ-CDC-STM-000029668_2021	2021-03-03
hCoV-19_USA_NJ-CDC-LC0026792_2021	2021-03-07
hCoV-19_USA_NJ-CDC-LC0026784_2021	2021-03-07
hCoV-19_USA_NJ-CDC-LC0027059_2021	2021-03-07
hCoV-19_USA_NJ-CDC-LC0026921_2021	2021-03-07
hCoV-19_USA_NJ-CDC-LC0027158_2021	2021-03-07
hCoV-19_USA_NJ-CDC-LC0027078_2021	2021-03-07
hCoV-19_USA_NJ-CDC-LC0027218_2021	2021-03-07
hCoV-19_USA_NJ-CDC-LC0026897_2021	2021-03-07
hCoV-19_USA_NJ-CDC-LC0027167_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0027221_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0026746_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0027145_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0026823_2021	2021-03-07
hCoV-19_USA_NJ-CDC-LC0027124_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0027190_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0026992_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0026949_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0027195_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0026872_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0026982_2021	2021-03-07
hCoV-19_USA_NJ-CDC-LC0026761_2021	2021-03-07
hCoV-19_USA_NJ-CDC-LC0027097_2021	2021-03-07
hCoV-19_USA_NJ-CDC-LC0026973_2021	2021-03-06
hCoV-19_USA_NJ-CDC-LC0027208_2021	2021-03-07
hCoV-19_USA_NJ-CDC-LC0027212_2021	2021-03-07
hCoV-19_USA_NJ-CDC-LC0026834_2021	2021-03-07
hCoV-19_USA_NJ-CDC-LC0026833_2021	2021-03-07
hCoV-19_USA_NJ-CDC-LC0026989_2021	2021-03-06
hCoV-19_USA_NJ-CDC-LC0027143_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0026758_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0027096_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0026902_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0027112_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0026960_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0026780_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0026891_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0027139_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0026966_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0026908_2021	2021-03-08
hCoV-19_USA_NJ-CDC-LC0027491_2021	2021-03-03
hCoV-19_USA_NJ-CDC-LC0027239_2021	2021-03-03
hCoV-19_USA_NJ-CDC-LC0027558_2021	2021-03-03
hCoV-19_USA_NJ-CDC-LC0027523_2021	2021-03-03
hCoV-19_USA_NJ-CDC-LC0027452_2021	2021-03-03
hCoV-19_USA_NJ-CDC-LC0027608_2021	2021-03-03
hCoV-19_USA_NJ-CDC-LC0027566_2021	2021-03-02
hCoV-19_USA_NJ-CDC-LC0027414_2021	2021-03-03
hCoV-19_USA_NJ-CDC-LC0027287_2021	2021-03-03
hCoV-19_USA_NJ-CDC-LC0027387_2021	2021-03-03
hCoV-19_USA_NJ-CDC-LC0027259_2021	2021-03-03
hCoV-19_USA_NJ-PHEL-21-8146_2021	2021-03-04
hCoV-19_USA_NJ-PHEL-21-8147_2021	2021-03-10
hCoV-19_USA_NJ-PHEL-21-8148_2021	2021-03-09
hCoV-19_USA_NJ-PHEL-21-8155_2021	2021-03-05
hCoV-19_USA_NJ-PHEL-21-8157_2021	2021-03-08
hCoV-19_USA_NJ-PHEL-21-8159_2021	2021-03-08
hCoV-19_USA_NJ-PHEL-21-8164_2021	2021-03-08
hCoV-19_USA_NJ-PHEL-21-8168_2021	2021-03-04
hCoV-19_USA_NJ-PHEL-21-8170_2021	2021-03-07
hCoV-19_USA_NJ-PHEL-21-8173_2021	2021-03-07
hCoV-19_USA_NJ-PHEL-21-8175_2021	2021-03-04
hCoV-19_USA_NJ-PHEL-21-8177_2021	2021-03-05
hCoV-19_USA_NJ-PHEL-21-8194_2021	2021-03-19
hCoV-19_USA_NJ-PHEL-21-8196_2021	2021-03-17
hCoV-19_USA_NJ-PHEL-21-7896_2021	2021-03-22
hCoV-19_USA_NJ-PHEL-21-7898_2021	2021-03-22
hCoV-19_USA_NJ-PHEL-21-8201_2021	2021-03-18
hCoV-19_USA_NJ-PHEL-21-8202_2021	2021-03-15
hCoV-19_USA_NJ-PHEL-21-8204_2021	2021-03-15
hCoV-19_USA_NJ-PHEL-21-8212_2021	2021-03-20
hCoV-19_USA_NJ-PHEL-21-8214_2021	2021-03-19
hCoV-19_USA_NJ-PHEL-21-8411_2021	2021-03-23
hCoV-19_USA_NJ-PHEL-21-8524_2021	2021-03-25
hCoV-19_USA_NJ-PHEL-21-8529_2021	2021-03-25
hCoV-19_USA_NJ-PHEL-21-8542_2021	2021-03-26
hCoV-19_USA_NJ-PHEL-21-8554_2021	2021-03-27
hCoV-19_USA_NJ-PHEL-21-8574_2021	2021-03-25
hCoV-19_USA_NJ-PHEL-21-8592_2021	2021-03-29
hCoV-19_USA_NJ-PHEL-P21-10315_2021	2021-03-26
hCoV-19_USA_NJ-PHEL-P21-10621_2021	2021-03-27
hCoV-19_USA_NJ-PHEL-P21-10628_2021	2021-03-27
hCoV-19_USA_NJ-PHEL-P21-10654_2021	2021-03-27
hCoV-19_USA_NJ-PHEL-P21-11332_2021	2021-03-27
hCoV-19_USA_NJ-PHEL-P21-11366_2021	2021-03-27
hCoV-19_USA_NJ-PHEL-P21-11701_2021	2021-03-27
hCoV-19_USA_NJ-PHEL-21-7991_2021	2021-03-18
hCoV-19_USA_NJ-PHEL-21-8634_2021	2021-03-22
hCoV-19_USA_NJ-PHEL-21-8638_2021	2021-03-25
hCoV-19_USA_NJ-PHEL-21-8645_2021	2021-03-27
hCoV-19_USA_NJ-PHEL-21-8679_2021	2021-03-15
hCoV-19_USA_NJ-PHEL-21-8680_2021	2021-03-23
hCoV-19_USA_NJ-PHEL-21-8682_2021	2021-03-18
hCoV-19_USA_NJ-PHEL-21-8692_2021	2021-03-15
hCoV-19_USA_NJ-CDC-LC0027835_2021	2021-03-09
hCoV-19_USA_NJ-CDC-LC0027679_2021	2021-03-09
hCoV-19_USA_NJ-CDC-LC0027773_2021	2021-03-10
hCoV-19_USA_NJ-CDC-LC0027890_2021	2021-03-10
hCoV-19_USA_NJ-CDC-LC0027706_2021	2021-03-10
hCoV-19_USA_NJ-CDC-LC0027858_2021	2021-03-10
hCoV-19_USA_NJ-CDC-LC0027807_2021	2021-03-10
hCoV-19_USA_NJ-CDC-LC0027770_2021	2021-03-10
hCoV-19_USA_NJ-CDC-LC0027648_2021	2021-03-10
hCoV-19_USA_NJ-CDC-LC0027862_2021	2021-03-10
hCoV-19_USA_NJ-CDC-LC0027779_2021	2021-03-10
hCoV-19_USA_NJ-CDC-LC0027784_2021	2021-03-10
hCoV-19_USA_NJ-CDC-LC0027769_2021	2021-03-10
hCoV-19_USA_NJ-CDC-LC0027733_2021	2021-03-11
hCoV-19_USA_NJ-CDC-LC0028129_2021	2021-03-12
hCoV-19_USA_NJ-CDC-LC0028059_2021	2021-03-12
hCoV-19_USA_NJ-CDC-LC0030814_2021	2021-03-15
hCoV-19_USA_NJ-CDC-LC0030959_2021	2021-03-15
hCoV-19_USA_NJ-CDC-LC0030864_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0030742_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0030512_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0030929_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0030503_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0031041_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0031085_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0031081_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0033386_2021	2021-03-21
hCoV-19_USA_NJ-CDC-LC0033291_2021	2021-03-21
hCoV-19_USA_NJ-CDC-LC0033431_2021	2021-03-21
hCoV-19_USA_NJ-CDC-LC0033540_2021	2021-03-18
hCoV-19_USA_NJ-CDC-LC0033642_2021	2021-03-18
hCoV-19_USA_NJ-CDC-LC0033609_2021	2021-03-18
hCoV-19_USA_NJ-CDC-LC0033710_2021	2021-03-18
hCoV-19_USA_NJ-CDC-LC0033599_2021	2021-03-19
hCoV-19_USA_NJ-CDC-LC0033656_2021	2021-03-19
hCoV-19_USA_NJ-CDC-LC0033704_2021	2021-03-19
hCoV-19_USA_NJ-CDC-LC0033681_2021	2021-03-19
hCoV-19_USA_NJ-CDC-LC0033635_2021	2021-03-19
hCoV-19_USA_NJ-CDC-LC0033584_2021	2021-03-19
hCoV-19_USA_NJ-CDC-LC0033653_2021	2021-03-20
hCoV-19_USA_NJ-CDC-LC0034319_2021	2021-03-16
hCoV-19_USA_NJ-CDC-LC0034342_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034200_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034327_2021	2021-03-16
hCoV-19_USA_NJ-CDC-LC0034239_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034234_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034311_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034278_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034180_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034162_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034324_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034231_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034199_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034191_2021	2021-03-16
hCoV-19_USA_NJ-CDC-LC0034181_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034183_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034216_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034240_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034264_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034197_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034230_2021	2021-03-18
hCoV-19_USA_NJ-CDC-LC0034242_2021	2021-03-18
hCoV-19_USA_NJ-CDC-LC0034227_2021	2021-03-18
hCoV-19_USA_NJ-CDC-LC0034597_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034775_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034601_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034722_2021	2021-03-17
hCoV-19_USA_NJ-CDC-LC0034703_2021	2021-03-17
hCoV-19_USA_NJ-CDC-ASC210000781_2021	2021-03-03
hCoV-19_USA_NJ-CDC-ASC210001383_2021	2021-03-04
hCoV-19_USA_NJ-CDC-ASC210001384_2021	2021-03-04
hCoV-19_USA_NJ-CDC-ASC210001744_2021	2021-02-28
hCoV-19_USA_NJ-CDC-ASC210001755_2021	2021-03-02
hCoV-19_USA_NJ-CDC-ASC210001757_2021	2021-03-02
hCoV-19_USA_NJ-CDC-ASC210001764_2021	2021-03-02
hCoV-19_USA_NJ-CDC-ASC210002567_2021	2021-03-08
hCoV-19_USA_NJ-CDC-ASC210004174_2021	2021-03-12
hCoV-19_USA_NJ-CDC-ASC210004176_2021	2021-03-12
hCoV-19_USA_NJ-CDC-ASC210004550_2021	2021-03-09
hCoV-19_USA_NJ-CDC-ASC210006560_2021	2021-03-16
hCoV-19_USA_NJ-CDC-ASC210005136_2021	2021-03-15
hCoV-19_USA_NJ-CDC-ASC210005154_2021	2021-03-14
hCoV-19_USA_NJ-CDC-ASC210005158_2021	2021-03-13
hCoV-19_USA_NJ-CDC-ASC210005171_2021	2021-03-14
hCoV-19_USA_NJ-CDC-ASC210005177_2021	2021-03-13
hCoV-19_USA_NJ-CDC-ASC210005181_2021	2021-03-14
hCoV-19_USA_NJ-CDC-ASC210013359_2021	2021-03-20
hCoV-19_USA_NJ-CDC-ASC210013363_2021	2021-03-20
hCoV-19_USA_NJ-CDC-ASC210013366_2021	2021-03-20
hCoV-19_USA_NJ-CDC-ASC210013385_2021	2021-03-20
hCoV-19_USA_NJ-CDC-ASC210013386_2021	2021-03-20
hCoV-19_USA_NJ-CDC-ASC210016253_2021	2021-03-23
hCoV-19_USA_NJ-CDC-ASC210016724_2021	2021-03-23
hCoV-19_USA_NJ-CDC-ASC210014395_2021	2021-03-21
hCoV-19_USA_NJ-CDC-ASC210014403_2021	2021-03-21
hCoV-19_USA_NJ-CDC-ASC210014409_2021	2021-03-21
hCoV-19_USA_NJ-CDC-ASC210014414_2021	2021-03-21
hCoV-19_USA_NJ-CDC-ASC210018366_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210018375_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210018376_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210018390_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210018429_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210018432_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210018775_2021	2021-03-24
hCoV-19_USA_NJ-CDC-QDX22946099_2021	2021-03-11
hCoV-19_USA_NJ-CDC-QDX22946397_2021	2021-03-11
hCoV-19_USA_NJ-CDC-QDX22946671_2021	2021-03-12
hCoV-19_USA_NJ-CDC-QDX22946525_2021	2021-03-11
hCoV-19_USA_NJ-CDC-QDX22945768_2021	2021-03-11
hCoV-19_USA_NJ-CDC-QDX22945734_2021	2021-03-10
hCoV-19_USA_NJ-CDC-QDX22946552_2021	2021-03-12
hCoV-19_USA_NJ-CDC-QDX22946024_2021	2021-03-17
hCoV-19_USA_NJ-CDC-QDX23176539_2021	2021-03-17
hCoV-19_USA_NJ-CDC-QDX23177443_2021	2021-03-17
hCoV-19_USA_NJ-CDC-QDX23177110_2021	2021-03-17
hCoV-19_USA_NJ-CDC-QDX23173378_2021	2021-03-18
hCoV-19_USA_NJ-CDC-QDX23178988_2021	2021-03-18
hCoV-19_USA_NJ-CDC-QDX23177480_2021	2021-03-18
hCoV-19_USA_NJ-CDC-QDX23177581_2021	2021-03-18
hCoV-19_USA_NJ-CDC-QDX23177105_2021	2021-03-17
hCoV-19_USA_NJ-CDC-QDX23179306_2021	2021-03-18
hCoV-19_USA_NJ-CDC-QDX23176145_2021	2021-03-17
hCoV-19_USA_NJ-CDC-QDX23177099_2021	2021-03-18
hCoV-19_USA_NJ-CDC-QDX23176425_2021	2021-03-17
hCoV-19_USA_NJ-CDC-QDX23235963_2021	2021-03-21
hCoV-19_USA_NJ-CDC-STM-000036525_2021	2021-03-16
hCoV-19_USA_NJ-CDC-STM-000034346_2021	2021-03-11
hCoV-19_USA_NJ-CDC-FG-016684_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210014066_2021	2021-03-21
hCoV-19_USA_NJ-CDC-ASC210014098_2021	2021-03-21
hCoV-19_USA_NJ-CDC-ASC210014103_2021	2021-03-20
hCoV-19_USA_NJ-CDC-ASC210014106_2021	2021-03-20
hCoV-19_USA_NJ-CDC-ASC210014109_2021	2021-03-21
hCoV-19_USA_NJ-CDC-ASC210014308_2021	2021-03-20
hCoV-19_USA_NJ-CDC-ASC210005632_2021	2021-03-13
hCoV-19_USA_NJ-CDC-ASC210005636_2021	2021-03-13
hCoV-19_USA_NJ-CDC-ASC210005676_2021	2021-03-12
hCoV-19_USA_NJ-CDC-ASC210005693_2021	2021-03-13
hCoV-19_USA_NJ-CDC-ASC210005707_2021	2021-03-13
hCoV-19_USA_NJ-CDC-ASC210005708_2021	2021-03-13
hCoV-19_USA_NJ-CDC-ASC210018192_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210018202_2021	2021-03-23
hCoV-19_USA_NJ-CDC-ASC210018242_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210018248_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210018304_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210018340_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210018343_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210017280_2021	2021-03-22
hCoV-19_USA_NJ-CDC-ASC210017985_2021	2021-03-23
hCoV-19_USA_NJ-CDC-ASC210018011_2021	2021-03-24
hCoV-19_USA_NJ-CDC-ASC210006028_2021	2021-03-13
hCoV-19_USA_NJ-CDC-ASC210006419_2021	2021-03-13
hCoV-19_USA_NJ-CDC-ASC210006459_2021	2021-03-13
hCoV-19_USA_NJ-CDC-ASC210006469_2021	2021-03-12
hCoV-19_USA_NJ-CDC-ASC210007572_2021	2021-03-13
hCoV-19_USA_NJ-CDC-ASC210007579_2021	2021-03-13
hCoV-19_USA_NJ-CDC-ASC210007580_2021	2021-03-13
hCoV-19_USA_NJ-CDC-ASC210007606_2021	2021-03-14
hCoV-19_USA_NJ-CDC-ASC210007612_2021	2021-03-14
hCoV-19_USA_NJ-CDC-ASC210007613_2021	2021-03-14
hCoV-19_USA_NJ-CDC-ASC210007614_2021	2021-03-14
hCoV-19_USA_NJ-CDC-ASC210007615_2021	2021-03-14
hCoV-19_USA_NJ-CDC-ASC210007618_2021	2021-03-14
hCoV-19_USA_NJ-CDC-ASC210007677_2021	2021-03-16
hCoV-19_USA_NJ-CDC-ASC210007747_2021	2021-03-16
hCoV-19_USA_NJ-CDC-ASC210007762_2021	2021-03-16
hCoV-19_USA_NJ-CDC-ASC210007794_2021	2021-03-16
hCoV-19_USA_NJ-CDC-ASC210005850_2021	2021-03-12
hCoV-19_USA_NJ-CDC-ASC210006147_2021	2021-03-12
hCoV-19_USA_NJ-CDC-ASC210006163_2021	2021-03-12
hCoV-19_USA_NJ-CDC-ASC210007898_2021	2021-03-16
hCoV-19_USA_NJ-CDC-ASC210009363_2021	2021-03-17
hCoV-19_USA_NJ-CDC-ASC210007053_2021	2021-03-15
hCoV-19_USA_NJ-CDC-ASC210007242_2021	2021-03-15
hCoV-19_USA_NJ-CDC-ASC210007246_2021	2021-03-15
hCoV-19_USA_NJ-CDC-ASC210007280_2021	2021-03-15
hCoV-19_USA_NJ-CDC-ASC210007281_2021	2021-03-15
hCoV-19_USA_NJ-CDC-ASC210007299_2021	2021-03-15
hCoV-19_USA_NJ-CDC-ASC210007426_2021	2021-03-15
hCoV-19_USA_NJ-CDC-ASC210010816_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210010823_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210010825_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210010827_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210010828_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210010850_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210010864_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210010643_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210010661_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210010663_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210011903_2021	2021-03-19
hCoV-19_USA_NJ-CDC-ASC210010727_2021	2021-03-17
hCoV-19_USA_NJ-CDC-ASC210010763_2021	2021-03-17
hCoV-19_USA_NJ-CDC-ASC210010804_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210010805_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210011116_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210011134_2021	2021-03-18
hCoV-19_USA_NJ-CDC-ASC210008439_2021	2021-03-15
hCoV-19_USA_NJ-CDC-STM-000045430_2021	2021-03-26
hCoV-19_USA_NJ-CDC-STM-000045424_2021	2021-03-26
hCoV-19_USA_NJ-CDC-QDX23396300_2021	2021-03-29
hCoV-19_USA_NJ-CDC-IBX201033762540_2021	2021-03-31
hCoV-19_USA_NJ-CDC-IBX291714445868_2021	2021-03-31
hCoV-19_USA_NJ-CDC-IBX310546072928_2021	2021-03-31
hCoV-19_USA_NJ-CDC-IBX415725953644_2021	2021-03-31
hCoV-19_USA_NJ-CDC-IBX419569928593_2021	2021-03-31
hCoV-19_USA_NJ-CDC-IBX468812186740_2021	2021-03-31
hCoV-19_USA_NJ-CDC-IBX521679275499_2021	2021-04-01
hCoV-19_USA_NJ-CDC-IBX546275245069_2021	2021-04-01
hCoV-19_USA_NJ-CDC-IBX560150298788_2021	2021-03-31
hCoV-19_USA_NJ-CDC-IBX562870773070_2021	2021-04-01
hCoV-19_USA_NJ-CDC-IBX583458694569_2021	2021-03-31
hCoV-19_USA_NJ-CDC-IBX631571385909_2021	2021-03-31
hCoV-19_USA_NJ-CDC-IBX661181431036_2021	2021-03-31
hCoV-19_USA_NJ-CDC-IBX464216679785_2021	2021-03-29
hCoV-19_USA_NJ-CDC-IBX489597303424_2021	2021-04-01
hCoV-19_USA_NJ-CDC-IBX500530181397_2021	2021-04-03
hCoV-19_USA_NJ-CDC-IBX517625456253_2021	2021-04-03
hCoV-19_USA_NJ-CDC-IBX540050424199_2021	2021-03-31
hCoV-19_USA_NJ-CDC-IBX565859811575_2021	2021-04-03
hCoV-19_USA_NJ-CDC-IBX586600924216_2021	2021-03-31
hCoV-19_USA_NJ-CDC-IBX603679595989_2021	2021-04-01
hCoV-19_USA_NJ-CDC-IBX911863948121_2021	2021-03-29
hCoV-19_USA_NJ-CDC-IBX969048852283_2021	2021-04-01
hCoV-19_USA_NJ-CDC-STM-000046207_2021	2021-03-30
hCoV-19_USA_NJ-CDC-LC0036007_2021	2021-03-24
hCoV-19_USA_NJ-CDC-LC0035987_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036246_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036284_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036034_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036235_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036296_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036020_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036281_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036089_2021	2021-03-25
hCoV-19_USA_NJ-CDC-LC0036056_2021	2021-03-25
